state,year,fire_type,forest_category,forest_tenure,cell_count,latitude,longitude
Tas,2017-18,Planned fire,Other forest,PRIV,102,-42.0,147.0
Tas,2017-18,Unplanned fire,Commercial plantation,MUF,16,-42.0,147.0
Tas,2017-18,Unplanned fire,Commercial plantation,PRIV,27,-42.0,147.0
Tas,2017-18,Unplanned fire,Native forest,MUF,1699,-42.0,147.0
Tas,2017-18,Unplanned fire,Native forest,NCR,64,-42.0,147.0
Tas,2017-18,Unplanned fire,Native forest,OCL,5633,-42.0,147.0
Tas,2017-18,Unplanned fire,Native forest,PRIV,1508,-42.0,147.0
Tas,2017-18,Unplanned fire,Other forest,MUF,2,-42.0,147.0
Tas,2017-18,Unplanned fire,Other forest,PRIV,9,-42.0,147.0
Tas,2018-19,Planned fire,Commercial plantation,MUF,1628,-42.0,147.0
Tas,2018-19,Planned fire,Commercial plantation,NCR,2,-42.0,147.0
Tas,2018-19,Planned fire,Commercial plantation,OCL,3,-42.0,147.0
Tas,2018-19,Planned fire,Commercial plantation,PRIV,1606,-42.0,147.0
Tas,2018-19,Planned fire,Native forest,MUF,5692,-42.0,147.0
Tas,2018-19,Planned fire,Native forest,NCR,1182,-42.0,147.0
Tas,2018-19,Planned fire,Native forest,OCL,1106,-42.0,147.0
Tas,2018-19,Planned fire,Native forest,PRIV,2657,-42.0,147.0
Tas,2018-19,Planned fire,Other forest,MUF,30,-42.0,147.0
Tas,2018-19,Planned fire,Other forest,NCR,1,-42.0,147.0
Tas,2018-19,Planned fire,Other forest,PRIV,129,-42.0,147.0
Tas,2018-19,Unplanned fire,Commercial plantation,MUF,3490,-42.0,147.0
Tas,2018-19,Unplanned fire,Commercial plantation,OCL,2,-42.0,147.0
Tas,2018-19,Unplanned fire,Commercial plantation,PRIV,1527,-42.0,147.0
Tas,2018-19,Unplanned fire,Native forest,MUF,32972,-42.0,147.0
Tas,2018-19,Unplanned fire,Native forest,NCR,45493,-42.0,147.0
Tas,2018-19,Unplanned fire,Native forest,OCL,4482,-42.0,147.0
Tas,2018-19,Unplanned fire,Native forest,PRIV,22615,-42.0,147.0
Tas,2018-19,Unplanned fire,Other forest,MUF,231,-42.0,147.0
Tas,2018-19,Unplanned fire,Other forest,OCL,1,-42.0,147.0
Tas,2018-19,Unplanned fire,Other forest,PRIV,111,-42.0,147.0
Tas,2019-20,Planned fire,Commercial plantation,MUF,784,-42.0,147.0
Tas,2019-20,Planned fire,Commercial plantation,NCR,3,-42.0,147.0
Tas,2019-20,Planned fire,Commercial plantation,OCL,7,-42.0,147.0
Tas,2019-20,Planned fire,Commercial plantation,PRIV,3644,-42.0,147.0
Tas,2019-20,Planned fire,Native forest,MUF,3121,-42.0,147.0
Tas,2019-20,Planned fire,Native forest,NCR,1262,-42.0,147.0
Tas,2019-20,Planned fire,Native forest,OCL,502,-42.0,147.0
Tas,2019-20,Planned fire,Native forest,PRIV,2116,-42.0,147.0
Tas,2019-20,Planned fire,Other forest,MUF,122,-42.0,147.0
Tas,2019-20,Planned fire,Other forest,OCL,2,-42.0,147.0
Tas,2019-20,Planned fire,Other forest,PRIV,145,-42.0,147.0
Tas,2019-20,Unplanned fire,Commercial plantation,MUF,2371,-42.0,147.0
Tas,2019-20,Unplanned fire,Commercial plantation,OCL,5,-42.0,147.0
Tas,2019-20,Unplanned fire,Commercial plantation,PRIV,331,-42.0,147.0
Tas,2019-20,Unplanned fire,Native forest,MUF,11800,-42.0,147.0
Tas,2019-20,Unplanned fire,Native forest,NCR,2736,-42.0,147.0
Tas,2019-20,Unplanned fire,Native forest,OCL,6728,-42.0,147.0
Tas,2019-20,Unplanned fire,Native forest,PRIV,8736,-42.0,147.0
Tas,2019-20,Unplanned fire,Other forest,MUF,55,-42.0,147.0
Tas,2019-20,Unplanned fire,Other forest,OCL,1,-42.0,147.0
Tas,2019-20,Unplanned fire,Other forest,PRIV,128,-42.0,147.0
Tas,2020-21,Planned fire,Commercial plantation,MUF,753,-42.0,147.0
Tas,2020-21,Planned fire,Commercial plantation,PRIV,2341,-42.0,147.0
Tas,2020-21,Planned fire,Native forest,MUF,5929,-42.0,147.0
Tas,2020-21,Planned fire,Native forest,NCR,1963,-42.0,147.0
Tas,2020-21,Planned fire,Native forest,OCL,1447,-42.0,147.0
Tas,2020-21,Planned fire,Native forest,PRIV,1330,-42.0,147.0
Tas,2020-21,Planned fire,Other forest,MUF,65,-42.0,147.0
Tas,2020-21,Planned fire,Other forest,NCR,4,-42.0,147.0
Tas,2020-21,Planned fire,Other forest,PRIV,119,-42.0,147.0
Tas,2020-21,Unplanned fire,Commercial plantation,PRIV,1,-42.0,147.0
Tas,2020-21,Unplanned fire,Native forest,MUF,795,-42.0,147.0
Tas,2020-21,Unplanned fire,Native forest,NCR,187,-42.0,147.0
Tas,2020-21,Unplanned fire,Native forest,OCL,568,-42.0,147.0
Tas,2020-21,Unplanned fire,Native forest,PRIV,309,-42.0,147.0
Tas,2020-21,Unplanned fire,Other forest,PRIV,92,-42.0,147.0
Vic,2016-17,Planned fire,Commercial plantation,MUF,1,-37.0,144.0
Vic,2016-17,Planned fire,Native forest,MUF,26078,-37.0,144.0
Vic,2016-17,Planned fire,Native forest,NCR,16034,-37.0,144.0
Vic,2016-17,Planned fire,Native forest,OCL,450,-37.0,144.0
Vic,2016-17,Planned fire,Native forest,PRIV,634,-37.0,144.0
Vic,2016-17,Planned fire,Other forest,MUF,11,-37.0,144.0
Vic,2016-17,Planned fire,Other forest,NCR,1,-37.0,144.0
Vic,2016-17,Planned fire,Other forest,PRIV,1,-37.0,144.0
Vic,2016-17,Unplanned fire,Commercial plantation,PRIV,5,-37.0,144.0
Vic,2016-17,Unplanned fire,Native forest,MUF,853,-37.0,144.0
Vic,2016-17,Unplanned fire,Native forest,NCR,5490,-37.0,144.0
Vic,2016-17,Unplanned fire,Native forest,OCL,6,-37.0,144.0
Vic,2016-17,Unplanned fire,Native forest,PRIV,178,-37.0,144.0
Vic,2016-17,Unplanned fire,Other forest,PRIV,1,-37.0,144.0
Vic,2017-18,Planned fire,Commercial plantation,MUF,2,-37.0,144.0
Vic,2017-18,Planned fire,Native forest,MUF,21479,-37.0,144.0
Vic,2017-18,Planned fire,Native forest,NCR,13151,-37.0,144.0
Vic,2017-18,Planned fire,Native forest,OCL,256,-37.0,144.0
Vic,2017-18,Planned fire,Native forest,PRIV,949,-37.0,144.0
Vic,2017-18,Planned fire,Other forest,MUF,5,-37.0,144.0
Vic,2017-18,Planned fire,Other forest,NCR,2,-37.0,144.0
Vic,2017-18,Planned fire,Other forest,PRIV,2,-37.0,144.0
Vic,2017-18,Unplanned fire,Commercial plantation,MUF,8,-37.0,144.0
Vic,2017-18,Unplanned fire,Commercial plantation,OCL,1,-37.0,144.0
Vic,2017-18,Unplanned fire,Commercial plantation,PRIV,1486,-37.0,144.0
Vic,2017-18,Unplanned fire,Native forest,MUF,14731,-37.0,144.0
Vic,2017-18,Unplanned fire,Native forest,NCR,20203,-37.0,144.0
Vic,2017-18,Unplanned fire,Native forest,OCL,45,-37.0,144.0
Vic,2017-18,Unplanned fire,Native forest,PRIV,1499,-37.0,144.0
Vic,2017-18,Unplanned fire,Other forest,PRIV,14,-37.0,144.0
Vic,2018-19,Planned fire,Commercial plantation,MUF,1,-37.0,144.0
Vic,2018-19,Planned fire,Native forest,MUF,30294,-37.0,144.0
Vic,2018-19,Planned fire,Native forest,NCR,24489,-37.0,144.0
Vic,2018-19,Planned fire,Native forest,OCL,190,-37.0,144.0
Vic,2018-19,Planned fire,Native forest,PRIV,1239,-37.0,144.0
Vic,2018-19,Planned fire,Other forest,MUF,9,-37.0,144.0
Vic,2018-19,Unplanned fire,Commercial plantation,MUF,858,-37.0,144.0
Vic,2018-19,Unplanned fire,Commercial plantation,NCR,35,-37.0,144.0
Vic,2018-19,Unplanned fire,Commercial plantation,OCL,9,-37.0,144.0
Vic,2018-19,Unplanned fire,Commercial plantation,PRIV,2487,-37.0,144.0
Vic,2018-19,Unplanned fire,Native forest,MUF,81795,-37.0,144.0
Vic,2018-19,Unplanned fire,Native forest,NCR,102042,-37.0,144.0
Vic,2018-19,Unplanned fire,Native forest,OCL,970,-37.0,144.0
Vic,2018-19,Unplanned fire,Native forest,PRIV,5575,-37.0,144.0
Vic,2018-19,Unplanned fire,Other forest,MUF,67,-37.0,144.0
Vic,2018-19,Unplanned fire,Other forest,NCR,7,-37.0,144.0
Vic,2018-19,Unplanned fire,Other forest,OCL,17,-37.0,144.0
Vic,2018-19,Unplanned fire,Other forest,PRIV,65,-37.0,144.0
Vic,2019-20,Planned fire,Commercial plantation,MUF,5,-37.0,144.0
Vic,2019-20,Planned fire,Native forest,MUF,9534,-37.0,144.0
Vic,2019-20,Planned fire,Native forest,NCR,13415,-37.0,144.0
Vic,2019-20,Planned fire,Native forest,OCL,55,-37.0,144.0
Vic,2019-20,Planned fire,Native forest,PRIV,246,-37.0,144.0
Vic,2019-20,Planned fire,Other forest,MUF,1,-37.0,144.0
Vic,2019-20,Planned fire,Other forest,NCR,3,-37.0,144.0
Vic,2019-20,Planned fire,Other forest,PRIV,2,-37.0,144.0
Vic,2019-20,Unplanned fire,Commercial plantation,MUF,5820,-37.0,144.0
Vic,2019-20,Unplanned fire,Commercial plantation,NCR,2,-37.0,144.0
Vic,2019-20,Unplanned fire,Commercial plantation,OCL,67,-37.0,144.0
Vic,2019-20,Unplanned fire,Commercial plantation,PRIV,3657,-37.0,144.0
Vic,2019-20,Unplanned fire,Native forest,LEASE,1,-37.0,144.0
Vic,2019-20,Unplanned fire,Native forest,MUF,876507,-37.0,144.0
Vic,2019-20,Unplanned fire,Native forest,NCR,464590,-37.0,144.0
Vic,2019-20,Unplanned fire,Native forest,OCL,3445,-37.0,144.0
Vic,2019-20,Unplanned fire,Native forest,PRIV,55864,-37.0,144.0
Vic,2019-20,Unplanned fire,Other forest,MUF,276,-37.0,144.0
Vic,2019-20,Unplanned fire,Other forest,NCR,3,-37.0,144.0
Vic,2019-20,Unplanned fire,Other forest,OCL,28,-37.0,144.0
Vic,2019-20,Unplanned fire,Other forest,PRIV,278,-37.0,144.0
Vic,2020-21,Planned fire,Commercial plantation,MUF,4,-37.0,144.0
Vic,2020-21,Planned fire,Commercial plantation,NCR,2,-37.0,144.0
Vic,2020-21,Planned fire,Commercial plantation,PRIV,1,-37.0,144.0
Vic,2020-21,Planned fire,Native forest,MUF,38408,-37.0,144.0
Vic,2020-21,Planned fire,Native forest,NCR,26515,-37.0,144.0
Vic,2020-21,Planned fire,Native forest,OCL,374,-37.0,144.0
Vic,2020-21,Planned fire,Native forest,PRIV,1361,-37.0,144.0
Vic,2020-21,Planned fire,Other forest,MUF,20,-37.0,144.0
Vic,2020-21,Planned fire,Other forest,NCR,1,-37.0,144.0
Vic,2020-21,Planned fire,Other forest,OCL,1,-37.0,144.0
Vic,2020-21,Planned fire,Other forest,PRIV,2,-37.0,144.0
Vic,2020-21,Unplanned fire,Commercial plantation,PRIV,7,-37.0,144.0
Vic,2020-21,Unplanned fire,Native forest,MUF,28,-37.0,144.0
Vic,2020-21,Unplanned fire,Native forest,NCR,3732,-37.0,144.0
Vic,2020-21,Unplanned fire,Native forest,OCL,1,-37.0,144.0
Vic,2020-21,Unplanned fire,Native forest,PRIV,81,-37.0,144.0
WA,2016-17,Planned fire,Commercial plantation,MUF,4336,-25.0,122.0
WA,2016-17,Planned fire,Commercial plantation,NCR,8,-25.0,122.0
WA,2016-17,Planned fire,Commercial plantation,OCL,325,-25.0,122.0
WA,2016-17,Planned fire,Native forest,LEASE,88700,-25.0,122.0
WA,2016-17,Planned fire,Native forest,MUF,145802,-25.0,122.0
WA,2016-17,Planned fire,Native forest,NCR,538067,-25.0,122.0
WA,2016-17,Planned fire,Native forest,OCL,76131,-25.0,122.0
WA,2016-17,Planned fire,Native forest,PRIV,4947,-25.0,122.0
WA,2016-17,Planned fire,Other forest,NCR,381,-25.0,122.0
WA,2016-17,Planned fire,Other forest,OCL,287,-25.0,122.0
WA,2016-17,Unplanned fire,Commercial plantation,MUF,89,-25.0,122.0
WA,2016-17,Unplanned fire,Commercial plantation,OCL,2,-25.0,122.0
WA,2016-17,Unplanned fire,Commercial plantation,PRIV,10,-25.0,122.0
WA,2016-17,Unplanned fire,Native forest,LEASE,41201,-25.0,122.0
WA,2016-17,Unplanned fire,Native forest,MUF,6049,-25.0,122.0
WA,2016-17,Unplanned fire,Native forest,NCR,78890,-25.0,122.0
WA,2016-17,Unplanned fire,Native forest,OCL,70235,-25.0,122.0
WA,2016-17,Unplanned fire,Native forest,PRIV,5497,-25.0,122.0
WA,2016-17,Unplanned fire,Other forest,NCR,5,-25.0,122.0
WA,2016-17,Unplanned fire,Other forest,OCL,25,-25.0,122.0
WA,2017-18,Planned fire,Commercial plantation,MUF,5330,-25.0,122.0
WA,2017-18,Planned fire,Commercial plantation,NCR,11,-25.0,122.0
WA,2017-18,Planned fire,Commercial plantation,OCL,370,-25.0,122.0
WA,2017-18,Planned fire,Commercial plantation,PRIV,47,-25.0,122.0
WA,2017-18,Planned fire,Native forest,LEASE,23204,-25.0,122.0
WA,2017-18,Planned fire,Native forest,MUF,136475,-25.0,122.0
WA,2017-18,Planned fire,Native forest,NCR,157202,-25.0,122.0
WA,2017-18,Planned fire,Native forest,OCL,14477,-25.0,122.0
WA,2017-18,Planned fire,Native forest,PRIV,5786,-25.0,122.0
WA,2017-18,Planned fire,Other forest,NCR,9,-25.0,122.0
WA,2017-18,Unplanned fire,Commercial plantation,MUF,342,-25.0,122.0
WA,2017-18,Unplanned fire,Commercial plantation,NCR,7,-25.0,122.0
WA,2017-18,Unplanned fire,Commercial plantation,OCL,7,-25.0,122.0
WA,2017-18,Unplanned fire,Commercial plantation,PRIV,628,-25.0,122.0
WA,2017-18,Unplanned fire,Native forest,LEASE,18808,-25.0,122.0
WA,2017-18,Unplanned fire,Native forest,MUF,1971,-25.0,122.0
WA,2017-18,Unplanned fire,Native forest,NCR,149119,-25.0,122.0
WA,2017-18,Unplanned fire,Native forest,OCL,227661,-25.0,122.0
WA,2017-18,Unplanned fire,Native forest,PRIV,3475,-25.0,122.0
WA,2017-18,Unplanned fire,Other forest,NCR,7,-25.0,122.0
WA,2017-18,Unplanned fire,Other forest,OCL,110,-25.0,122.0
WA,2017-18,Unplanned fire,Other forest,PRIV,154,-25.0,122.0
WA,2018-19,Planned fire,Commercial plantation,MUF,3236,-25.0,122.0
WA,2018-19,Planned fire,Commercial plantation,NCR,12,-25.0,122.0
WA,2018-19,Planned fire,Commercial plantation,OCL,161,-25.0,122.0
WA,2018-19,Planned fire,Commercial plantation,PRIV,25,-25.0,122.0
WA,2018-19,Planned fire,Native forest,LEASE,2608,-25.0,122.0
WA,2018-19,Planned fire,Native forest,MUF,91369,-25.0,122.0
WA,2018-19,Planned fire,Native forest,NCR,118728,-25.0,122.0
WA,2018-19,Planned fire,Native forest,OCL,3994,-25.0,122.0
WA,2018-19,Planned fire,Native forest,PRIV,3415,-25.0,122.0
WA,2018-19,Planned fire,Other forest,LEASE,5,-25.0,122.0
WA,2018-19,Planned fire,Other forest,NCR,5,-25.0,122.0
WA,2018-19,Planned fire,Other forest,OCL,5,-25.0,122.0
WA,2018-19,Unplanned fire,Commercial plantation,MUF,478,-25.0,122.0
WA,2018-19,Unplanned fire,Commercial plantation,NCR,1,-25.0,122.0
WA,2018-19,Unplanned fire,Commercial plantation,OCL,1806,-25.0,122.0
WA,2018-19,Unplanned fire,Commercial plantation,PRIV,74,-25.0,122.0
WA,2018-19,Unplanned fire,Native forest,LEASE,63007,-25.0,122.0
WA,2018-19,Unplanned fire,Native forest,MUF,2380,-25.0,122.0
WA,2018-19,Unplanned fire,Native forest,NCR,248349,-25.0,122.0
WA,2018-19,Unplanned fire,Native forest,OCL,273410,-25.0,122.0
WA,2018-19,Unplanned fire,Native forest,PRIV,6906,-25.0,122.0
WA,2018-19,Unplanned fire,Other forest,NCR,848,-25.0,122.0
WA,2018-19,Unplanned fire,Other forest,OCL,51,-25.0,122.0
WA,2018-19,Unplanned fire,Other forest,PRIV,18,-25.0,122.0
WA,2019-20,Planned fire,Commercial plantation,MUF,4314,-25.0,122.0
WA,2019-20,Planned fire,Commercial plantation,NCR,2,-25.0,122.0
WA,2019-20,Planned fire,Commercial plantation,OCL,339,-25.0,122.0
WA,2019-20,Planned fire,Commercial plantation,PRIV,24,-25.0,122.0
WA,2019-20,Planned fire,Native forest,LEASE,9068,-25.0,122.0
WA,2019-20,Planned fire,Native forest,MUF,57439,-25.0,122.0
WA,2019-20,Planned fire,Native forest,NCR,109178,-25.0,122.0
WA,2019-20,Planned fire,Native forest,OCL,8150,-25.0,122.0
WA,2019-20,Planned fire,Native forest,PRIV,2007,-25.0,122.0
WA,2019-20,Planned fire,Other forest,LEASE,24,-25.0,122.0
WA,2019-20,Planned fire,Other forest,NCR,30,-25.0,122.0
WA,2019-20,Planned fire,Other forest,OCL,259,-25.0,122.0
WA,2019-20,Unplanned fire,Commercial plantation,MUF,753,-25.0,122.0
WA,2019-20,Unplanned fire,Commercial plantation,OCL,6,-25.0,122.0
WA,2019-20,Unplanned fire,Commercial plantation,PRIV,68,-25.0,122.0
WA,2019-20,Unplanned fire,Native forest,LEASE,46654,-25.0,122.0
WA,2019-20,Unplanned fire,Native forest,MUF,4436,-25.0,122.0
WA,2019-20,Unplanned fire,Native forest,NCR,463125,-25.0,122.0
WA,2019-20,Unplanned fire,Native forest,OCL,651245,-25.0,122.0
WA,2019-20,Unplanned fire,Native forest,PRIV,17098,-25.0,122.0
WA,2019-20,Unplanned fire,Other forest,NCR,131,-25.0,122.0
WA,2019-20,Unplanned fire,Other forest,OCL,13,-25.0,122.0
WA,2020-21,Planned fire,Commercial plantation,MUF,4360,-25.0,122.0
WA,2020-21,Planned fire,Commercial plantation,NCR,7,-25.0,122.0
WA,2020-21,Planned fire,Commercial plantation,OCL,218,-25.0,122.0
WA,2020-21,Planned fire,Commercial plantation,PRIV,2,-25.0,122.0
WA,2020-21,Planned fire,Native forest,LEASE,3586,-25.0,122.0
WA,2020-21,Planned fire,Native forest,MUF,77883,-25.0,122.0
WA,2020-21,Planned fire,Native forest,NCR,157454,-25.0,122.0
WA,2020-21,Planned fire,Native forest,OCL,7275,-25.0,122.0
WA,2020-21,Planned fire,Native forest,PRIV,3838,-25.0,122.0
WA,2020-21,Planned fire,Other forest,NCR,14,-25.0,122.0
WA,2020-21,Planned fire,Other forest,OCL,67,-25.0,122.0
WA,2020-21,Unplanned fire,Commercial plantation,MUF,183,-25.0,122.0
WA,2020-21,Unplanned fire,Commercial plantation,OCL,8,-25.0,122.0
WA,2020-21,Unplanned fire,Commercial plantation,PRIV,1513,-25.0,122.0
WA,2020-21,Unplanned fire,Native forest,LEASE,1841,-25.0,122.0
WA,2020-21,Unplanned fire,Native forest,MUF,1437,-25.0,122.0
WA,2020-21,Unplanned fire,Native forest,NCR,32763,-25.0,122.0
WA,2020-21,Unplanned fire,Native forest,OCL,33771,-25.0,122.0
WA,2020-21,Unplanned fire,Native forest,PRIV,5873,-25.0,122.0
WA,2020-21,Unplanned fire,Other forest,NCR,1,-25.0,122.0
WA,2020-21,Unplanned fire,Other forest,PRIV,15,-25.0,122.0
